Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.02:32483, Sequoia Plank
gregtech:gt.metaitem.02:32484, Kapok Plank
gregtech:gt.metaitem.02:32485, Ebony Plank
gregtech:gt.metaitem.02:32486, Mahagony Plank
gregtech:gt.metaitem.02:32487, Balsa Plank
gregtech:gt.metaitem.02:32488, Willow Plank
gregtech:gt.metaitem.02:32489, Walnut Plank
gregtech:gt.metaitem.02:32490, Greenheart Plank
gregtech:gt.metaitem.02:32491, Cherry Plank
gregtech:gt.metaitem.02:32492, Mahoe Plank
gregtech:gt.metaitem.02:32493, Poplar Plank
gregtech:gt.metaitem.02:32494, Palm Plank
gregtech:gt.metaitem.02:32495, Papaya Plank
gregtech:gt.metaitem.02:32496, Pine Plank
gregtech:gt.metaitem.02:32497, Plum Plank
gregtech:gt.metaitem.02:32498, Maple Plank
gregtech:gt.metaitem.02:32499, Citrus Plank
gregtech:gt.metaitem.02:32500, Plumbilia Leaf
gregtech:gt.metaitem.02:32501, Argentia Leaf
gregtech:gt.metaitem.02:32502, Indigo Blossom
gregtech:gt.metaitem.02:32503, Ferru Leaf
gregtech:gt.metaitem.02:32504, Aurelia Leaf
gregtech:gt.metaitem.02:32505, Tea Leaf
gregtech:gt.metaitem.02:32510, Oil Berry
gregtech:gt.metaitem.02:32511, Bobs-Yer-Uncle-Berry
gregtech:gt.metaitem.02:32512, UUM Berry
gregtech:gt.metaitem.02:32513, UUA Berry
gregtech:gt.metaitem.02:32520, Milk Wart
gregtech:gt.metaitem.02:32521, Bauxia Leaf
gregtech:gt.metaitem.02:32522, Titania Leaf
gregtech:gt.metaitem.02:32523, Reactoria Leaf
gregtech:gt.metaitem.02:32524, Uranium Leaf
gregtech:gt.metaitem.02:32526, Thunder Leaf
gregtech:gt.metaitem.02:32527, Nickelback Leaf
gregtech:gt.metaitem.02:32528, Galvania Leaf
gregtech:gt.metaitem.02:32529, Pyrolusium Leaf
gregtech:gt.metaitem.02:32530, Coppon Fiber
gregtech:gt.metaitem.02:32531, Scheelinium Leaf
gregtech:gt.metaitem.02:32532, Platina Leaf
gregtech:gt.metaitem.02:32533, Quantaria Leaf
gregtech:gt.metaitem.02:32534, Quantaria Leaf
gregtech:gt.metaitem.02:32535, Stargatium Leaf
gregtech:gt.metaitem.02:32538, Micadia Twig
gregtech:gt.metaitem.02:32540, Tine Twig
gregtech:gt.metaitem.02:32550, Chilly Pepper
gregtech:gt.metaitem.02:32551, Lemon
gregtech:gt.metaitem.02:32552, Tomato
gregtech:gt.metaitem.02:32553, Max Tomato
gregtech:gt.metaitem.02:32554, Grapes
gregtech:gt.metaitem.02:32555, Onion
gregtech:gt.metaitem.02:32556, Cucumber
gregtech:gt.metaitem.02:32557, Rape
gregtech:gt.metaitem.02:32558, Cheese
gregtech:gt.metaitem.02:32559, Dough
gregtech:gt.metaitem.02:32560, Flattened Dough
gregtech:gt.metaitem.02:32561, Dough
gregtech:gt.metaitem.02:32562, Dough
gregtech:gt.metaitem.02:32563, Dough
gregtech:gt.metaitem.02:32564, Bun
gregtech:gt.metaitem.02:32565, Baguette
gregtech:gt.metaitem.02:32566, Sliced Bread
gregtech:gt.metaitem.02:32567, Sliced Bun
gregtech:gt.metaitem.02:32568, Sliced Baguette
gregtech:gt.metaitem.02:32569, Cake Bottom
gregtech:gt.metaitem.02:32570, Baked Cake Bottom
gregtech:gt.metaitem.02:32571, Lemon Slice
gregtech:gt.metaitem.02:32572, Tomato Slice
gregtech:gt.metaitem.02:32573, Onion Slice
gregtech:gt.metaitem.02:32574, Cucumber Slice
gregtech:gt.metaitem.02:32576, Cheese Slice
gregtech:gt.metaitem.02:32577, Advanced Redstone Transmitter (External)
gregtech:gt.metaitem.02:32578, Advanced Redstone Transmitter (Internal)
gregtech:gt.metaitem.02:32579, Advanced Redstone Receiver (External)
gregtech:gt.metaitem.02:32580, Advanced Redstone Receiver (Internal)
gregtech:gt.metaitem.02:32581, Wireless Fluid Detector Cover
gregtech:gt.metaitem.02:32582, Wireless Item Detector Cover
gregtech:gt.metaitem.02:32583, Wireless Needs Maintenance Cover
gregtech:gt.metaitem.02:32584, Wireless Activity Detector Cover
gregtech:gt.metaitem.03:4010, Carbon Nanites
gregtech:gt.metaitem.03:4032, Iron Nanites
gregtech:gt.metaitem.03:4035, Copper Nanites
gregtech:gt.metaitem.03:4054, Silver Nanites
gregtech:gt.metaitem.03:4086, Gold Nanites
gregtech:gt.metaitem.03:4129, Neutronium Nanites
gregtech:gt.metaitem.03:4139, Universium Nanites
gregtech:gt.metaitem.03:4141, Eternity Nanites
gregtech:gt.metaitem.03:4143, Magmatter Nanites
gregtech:gt.metaitem.03:4147, Six-Phased Copper Nanites
gregtech:gt.metaitem.03:4581, Transcendent Metal Nanites
gregtech:gt.metaitem.03:4585, White Dwarf Matter Nanites
gregtech:gt.metaitem.03:4586, Black Dwarf Matter Nanites
gregtech:gt.metaitem.03:4811, Glowstone Nanites
gregtech:gt.metaitem.03:5006, Raw Lithium Ore
gregtech:gt.metaitem.03:5008, Raw Beryllium Ore
gregtech:gt.metaitem.03:5018, Raw Magnesium Ore
gregtech:gt.metaitem.03:5019, Raw Aluminium Ore
gregtech:gt.metaitem.03:5020, Raw Raw Silicon Ore
gregtech:gt.metaitem.03:5022, Raw Sulfur Ore
gregtech:gt.metaitem.03:5027, Raw Scandium Ore
gregtech:gt.metaitem.03:5028, Raw Titanium Ore
gregtech:gt.metaitem.03:5029, Raw Vanadium Ore
gregtech:gt.metaitem.03:5030, Raw Chrome Ore
gregtech:gt.metaitem.03:5031, Raw Manganese Ore
gregtech:gt.metaitem.03:5032, Raw Iron Ore
gregtech:gt.metaitem.03:5033, Raw Cobalt Ore
gregtech:gt.metaitem.03:5034, Raw Nickel Ore
gregtech:gt.metaitem.03:5035, Raw Copper Ore
gregtech:gt.metaitem.03:5036, Raw Zinc Ore
gregtech:gt.metaitem.03:5037, Raw Gallium Ore
gregtech:gt.metaitem.03:5039, Raw Arsenic Ore
gregtech:gt.metaitem.03:5043, Raw Rubidium Ore
gregtech:gt.metaitem.03:5044, Raw Strontium Ore
gregtech:gt.metaitem.03:5045, Raw Yttrium Ore
gregtech:gt.metaitem.03:5047, Raw Niobium Ore
gregtech:gt.metaitem.03:5048, Raw Molybdenum Ore
gregtech:gt.metaitem.03:5052, Raw Palladium Ore
gregtech:gt.metaitem.03:5054, Raw Silver Ore
gregtech:gt.metaitem.03:5055, Raw Cadmium Ore
gregtech:gt.metaitem.03:5056, Raw Indium Ore
gregtech:gt.metaitem.03:5057, Raw Tin Ore
gregtech:gt.metaitem.03:5058, Raw Antimony Ore
gregtech:gt.metaitem.03:5059, Raw Tellurium Ore
gregtech:gt.metaitem.03:5062, Raw Caesium Ore
gregtech:gt.metaitem.03:5063, Raw Barium Ore
gregtech:gt.metaitem.03:5064, Raw Lanthanum Ore
gregtech:gt.metaitem.03:5065, Raw Cerium Ore
gregtech:gt.metaitem.03:5066, Raw Praseodymium Ore
gregtech:gt.metaitem.03:5067, Raw Neodymium Ore
gregtech:gt.metaitem.03:5068, Raw Promethium Ore
gregtech:gt.metaitem.03:5069, Raw Samarium Ore
gregtech:gt.metaitem.03:5070, Raw Europium Ore
gregtech:gt.metaitem.03:5071, Raw Gadolinium Ore
gregtech:gt.metaitem.03:5072, Raw Terbium Ore
gregtech:gt.metaitem.03:5073, Raw Dysprosium Ore
gregtech:gt.metaitem.03:5074, Raw Holmium Ore
gregtech:gt.metaitem.03:5075, Raw Erbium Ore
gregtech:gt.metaitem.03:5076, Raw Thulium Ore
gregtech:gt.metaitem.03:5077, Raw Ytterbium Ore
gregtech:gt.metaitem.03:5078, Raw Lutetium Ore
gregtech:gt.metaitem.03:5080, Raw Tantalum Ore
gregtech:gt.metaitem.03:5081, Raw Tungsten Ore
gregtech:gt.metaitem.03:5083, Raw Osmium Ore
gregtech:gt.metaitem.03:5084, Raw Iridium Ore
gregtech:gt.metaitem.03:5085, Raw Platinum Ore
gregtech:gt.metaitem.03:5086, Raw Gold Ore
gregtech:gt.metaitem.03:5089, Raw Lead Ore
gregtech:gt.metaitem.03:5090, Raw Bismuth Ore
gregtech:gt.metaitem.03:5096, Raw Thorium Ore
gregtech:gt.metaitem.03:5097, Raw Uranium 235 Ore
gregtech:gt.metaitem.03:5098, Raw Uranium 238 Ore
gregtech:gt.metaitem.03:5100, Raw Plutonium 239 Ore
gregtech:gt.metaitem.03:5101, Raw Plutonium 241 Ore
gregtech:gt.metaitem.03:5103, Raw Americium Ore
gregtech:gt.metaitem.03:5110, Raw Raw Tengam Ore
gregtech:gt.metaitem.03:5129, Raw Neutronium Ore
gregtech:gt.metaitem.03:5303, Raw Electrum Ore
gregtech:gt.metaitem.03:5307, Raw Pig Iron Ore
gregtech:gt.metaitem.03:5319, Raw Adamantium Ore
gregtech:gt.metaitem.03:5320, Raw Fluxed Electrum Ore
gregtech:gt.metaitem.03:5323, Raw Infused Gold Ore
gregtech:gt.metaitem.03:5324, Raw Naquadah Ore
gregtech:gt.metaitem.03:5326, Raw Enriched Naquadah Ore
gregtech:gt.metaitem.03:5327, Raw Naquadria Ore
gregtech:gt.metaitem.03:5329, Raw Tritanium Ore
gregtech:gt.metaitem.03:5331, Raw Mithril Ore
gregtech:gt.metaitem.03:5336, Raw Shadow Iron Ore
gregtech:gt.metaitem.03:5340, Raw Meteoric Iron Ore
gregtech:gt.metaitem.03:5342, Raw Deep Dark Iron Ore
gregtech:gt.metaitem.03:5347, Raw Firestone Ore
gregtech:gt.metaitem.03:5368, Raw Shadow Metal Ore
gregtech:gt.metaitem.03:5375, Raw Rutile Ore
gregtech:gt.metaitem.03:5382, Raw Ardite Ore
gregtech:gt.metaitem.03:5386, Raw Manyullyn Ore
gregtech:gt.metaitem.03:5387, Raw Mytryl Ore
gregtech:gt.metaitem.03:5388, Raw Black Plutonium Ore
gregtech:gt.metaitem.03:5389, Raw Callisto Ice Ore
gregtech:gt.metaitem.03:5390, Raw Ledox Ore
gregtech:gt.metaitem.03:5391, Raw Quantium Ore
gregtech:gt.metaitem.03:5392, Raw Duralumin Ore
gregtech:gt.metaitem.03:5393, Raw Oriharukon Ore
gregtech:gt.metaitem.03:5394, Raw Infinity Catalyst Ore
gregtech:gt.metaitem.03:5395, Raw Bedrockium Ore
gregtech:gt.metaitem.03:5398, Raw Mysterious Crystal Ore
gregtech:gt.metaitem.03:5485, Raw Alduorite Ore
gregtech:gt.metaitem.03:5488, Raw Rubracium Ore
gregtech:gt.metaitem.03:5489, Raw Vulcanite Ore
gregtech:gt.metaitem.03:5500, Raw Diamond Ore
gregtech:gt.metaitem.03:5501, Raw Emerald Ore
gregtech:gt.metaitem.03:5502, Raw Ruby Ore
gregtech:gt.metaitem.03:5503, Raw Sapphire Ore
gregtech:gt.metaitem.03:5504, Raw Green Sapphire Ore
gregtech:gt.metaitem.03:5505, Raw Olivine Ore
gregtech:gt.metaitem.03:5506, Raw Nether Star Ore
gregtech:gt.metaitem.03:5507, Raw Topaz Ore
gregtech:gt.metaitem.03:5508, Raw Tanzanite Ore
gregtech:gt.metaitem.03:5509, Raw Amethyst Ore
gregtech:gt.metaitem.03:5510, Raw Opal Ore
gregtech:gt.metaitem.03:5511, Raw Jasper Ore
gregtech:gt.metaitem.03:5512, Raw Spinel Ore
gregtech:gt.metaitem.03:5513, Raw Blue Topaz Ore
gregtech:gt.metaitem.03:5514, Raw Amber Ore
gregtech:gt.metaitem.03:5515, Raw Dilithium Ore
gregtech:gt.metaitem.03:5516, Raw Certus Quartz Ore
gregtech:gt.metaitem.03:5517, Raw Charged Certus Quartz Ore
gregtech:gt.metaitem.03:5518, Raw Forcicium Ore
gregtech:gt.metaitem.03:5519, Raw Forcillium Ore
gregtech:gt.metaitem.03:5520, Raw Monazite Ore
gregtech:gt.metaitem.03:5521, Raw Force Ore
gregtech:gt.metaitem.03:5522, Raw Nether Quartz Ore
gregtech:gt.metaitem.03:5523, Raw Quartzite Ore
gregtech:gt.metaitem.03:5524, Raw Lazurite Ore
gregtech:gt.metaitem.03:5525, Raw Sodalite Ore
gregtech:gt.metaitem.03:5526, Raw Lapis Ore
gregtech:gt.metaitem.03:5527, Raw Red Garnet Ore
gregtech:gt.metaitem.03:5528, Raw Yellow Garnet Ore
gregtech:gt.metaitem.03:5529, Raw Vinteum Ore
gregtech:gt.metaitem.03:5530, Raw Apatite Ore
gregtech:gt.metaitem.03:5531, Raw Niter Ore
gregtech:gt.metaitem.03:5534, Raw Tricalcium Phosphate Ore
gregtech:gt.metaitem.03:5535, Raw Coal Ore
gregtech:gt.metaitem.03:5537, Raw Jade Ore
gregtech:gt.metaitem.03:5538, Raw Lignite Coal Ore
gregtech:gt.metaitem.03:5540, Raw Aer Ore
gregtech:gt.metaitem.03:5541, Raw Ignis Ore
gregtech:gt.metaitem.03:5542, Raw Terra Ore
gregtech:gt.metaitem.03:5543, Raw Aqua Ore
gregtech:gt.metaitem.03:5544, Raw Perditio Ore
gregtech:gt.metaitem.03:5545, Raw Ordo Ore
gregtech:gt.metaitem.03:5548, Raw Roasted Iron Ore
gregtech:gt.metaitem.03:5549, Raw Roasted Nickel Ore
gregtech:gt.metaitem.03:5607, Raw Pyrochlore Ore
gregtech:gt.metaitem.03:5699, Raw Cryolite Ore
gregtech:gt.metaitem.03:5770, Raw Endium Ore
gregtech:gt.metaitem.03:5797, Raw Calcium Hydride Ore
gregtech:gt.metaitem.03:5810, Raw Redstone Ore
gregtech:gt.metaitem.03:5812, Raw Electrotine Ore
gregtech:gt.metaitem.03:5817, Raw Salt Ore
gregtech:gt.metaitem.03:5820, Raw Almandine Ore
gregtech:gt.metaitem.03:5821, Raw Andradite Ore
gregtech:gt.metaitem.03:5822, Raw Bauxite Ore
gregtech:gt.metaitem.03:5823, Raw Calcite Ore
gregtech:gt.metaitem.03:5824, Raw Cassiterite Ore
gregtech:gt.metaitem.03:5825, Raw Chromite Ore
gregtech:gt.metaitem.03:5826, Raw Cinnabar Ore
gregtech:gt.metaitem.03:5827, Raw Cobaltite Ore
gregtech:gt.metaitem.03:5828, Raw Sheldonite Ore
gregtech:gt.metaitem.03:5829, Raw Deep Iron Ore
gregtech:gt.metaitem.03:5830, Raw Galena Ore
gregtech:gt.metaitem.03:5831, Raw Grossular Ore
gregtech:gt.metaitem.03:5833, Raw Phosphate Ore
gregtech:gt.metaitem.03:5834, Raw Pyrite Ore
gregtech:gt.metaitem.03:5835, Raw Pyrope Ore
gregtech:gt.metaitem.03:5836, Raw Saltpeter Ore
gregtech:gt.metaitem.03:5838, Raw Spessartine Ore
gregtech:gt.metaitem.03:5839, Raw Sphalerite Ore
gregtech:gt.metaitem.03:5840, Raw Tetrahedrite Ore
gregtech:gt.metaitem.03:5841, Raw Tungstate Ore
gregtech:gt.metaitem.03:5842, Raw Uvarovite Ore
gregtech:gt.metaitem.03:5855, Raw Chalcopyrite Ore
gregtech:gt.metaitem.03:5856, Raw Silicon Solar Grade (Poly SI) Ore
gregtech:gt.metaitem.03:5861, Raw Emery Ore
gregtech:gt.metaitem.03:5865, Raw Graphite Ore
gregtech:gt.metaitem.03:5868, Raw Trinium Ore
gregtech:gt.metaitem.03:5870, Raw Magnetite Ore
gregtech:gt.metaitem.03:5871, Raw Malachite Ore
gregtech:gt.metaitem.03:5873, Raw Pitchblende Ore
gregtech:gt.metaitem.03:5877, Raw Soapstone Ore
gregtech:gt.metaitem.03:5878, Raw Oilsands Ore
gregtech:gt.metaitem.03:5882, Raw Wulfenite Ore
gregtech:gt.metaitem.03:5883, Raw Powellite Ore
gregtech:gt.metaitem.03:5884, Raw Desh Ore
gregtech:gt.metaitem.03:5894, Raw Cheese Ore
gregtech:gt.metaitem.03:5900, Raw Mirabilite Ore
gregtech:gt.metaitem.03:5901, Raw Mica Ore
gregtech:gt.metaitem.03:5902, Raw Talc Ore
gregtech:gt.metaitem.03:5903, Raw Trona Ore
gregtech:gt.metaitem.03:5904, Raw Barite Ore
gregtech:gt.metaitem.03:5905, Raw Bastnasite Ore
gregtech:gt.metaitem.03:5906, Raw Garnierite Ore
gregtech:gt.metaitem.03:5907, Raw Lepidolite Ore
gregtech:gt.metaitem.03:5908, Raw Magnesite Ore
gregtech:gt.metaitem.03:5909, Raw Pentlandite Ore
gregtech:gt.metaitem.03:5910, Raw Scheelite Ore
gregtech:gt.metaitem.03:5911, Raw Alunite Ore
gregtech:gt.metaitem.03:5912, Raw Chrysotile Ore
gregtech:gt.metaitem.03:5913, Raw Realgar Ore
gregtech:gt.metaitem.03:5914, Raw Dolomite Ore
gregtech:gt.metaitem.03:5915, Raw Wollastonite Ore
gregtech:gt.metaitem.03:5916, Raw Zeolite Ore
gregtech:gt.metaitem.03:5917, Raw Banded Iron Ore
gregtech:gt.metaitem.03:5918, Raw Ilmenite Ore
gregtech:gt.metaitem.03:5919, Raw Pollucite Ore
gregtech:gt.metaitem.03:5920, Raw Spodumene Ore
gregtech:gt.metaitem.03:5921, Raw Tantalite Ore
gregtech:gt.metaitem.03:5922, Raw Uraninite Ore
gregtech:gt.metaitem.03:5923, Raw Vanadium Magnetite Ore
gregtech:gt.metaitem.03:5924, Raw Kyanite Ore
gregtech:gt.metaitem.03:5925, Raw Perlite Ore
gregtech:gt.metaitem.03:5926, Raw Pumice Ore
gregtech:gt.metaitem.03:5927, Raw Bentonite Ore
gregtech:gt.metaitem.03:5928, Raw Fullers Earth Ore
gregtech:gt.metaitem.03:5929, Raw Kaolinite Ore
gregtech:gt.metaitem.03:5930, Raw Brown Limonite Ore
gregtech:gt.metaitem.03:5931, Raw Yellow Limonite Ore
gregtech:gt.metaitem.03:5932, Raw Vermiculite Ore
gregtech:gt.metaitem.03:5933, Raw Glauconite Ore
gregtech:gt.metaitem.03:5934, Raw Gypsum Ore
gregtech:gt.metaitem.03:5935, Raw Basaltic Mineral Sand Ore
gregtech:gt.metaitem.03:5936, Raw Granitic Mineral Sand Ore
gregtech:gt.metaitem.03:5937, Raw Cassiterite Sand Ore
gregtech:gt.metaitem.03:5938, Raw Garnet Sand Ore
gregtech:gt.metaitem.03:5939, Raw Quartz Sand Ore
gregtech:gt.metaitem.03:5941, Raw Borax Ore
gregtech:gt.metaitem.03:5942, Raw Molybdenite Ore
gregtech:gt.metaitem.03:5943, Raw Pyrolusite Ore
gregtech:gt.metaitem.03:5944, Raw Rock Salt Ore
gregtech:gt.metaitem.03:5945, Raw Stibnite Ore
gregtech:gt.metaitem.03:5946, Raw Asbestos Ore
gregtech:gt.metaitem.03:5948, Raw Diatomite Ore
gregtech:gt.metaitem.03:5949, Raw Glauconite Sand Ore
gregtech:gt.metaitem.03:5951, Raw Vyroxeres Ore
gregtech:gt.metaitem.03:5952, Raw Ceruclase Ore
gregtech:gt.metaitem.03:5956, Raw Tartarite Ore
gregtech:gt.metaitem.03:5966, Raw Orichalcum Ore
gregtech:gt.metaitem.03:5969, Raw Aluminium Fluoride Ore
gregtech:gt.metaitem.03:5971, Raw Calcium Disilicide Ore
gregtech:gt.metaitem.03:5975, Raw Draconium Ore
gregtech:gt.metaitem.03:5976, Raw Awakened Draconium Ore
gregtech:gt.metaitem.03:5978, Raw Ichorium Ore
gregtech:gt.metaitem.03:5982, Raw Cosmic Neutronium Ore
gregtech:gt.metaitem.03:5984, Raw Flerovium Ore
gregtech:gt.metaitem.03:6006, Superdense Lithium Plate
gregtech:gt.metaitem.03:6008, Superdense Beryllium Plate
gregtech:gt.metaitem.03:6010, Superdense Carbon Plate
gregtech:gt.metaitem.03:6018, Superdense Magnesium Plate
gregtech:gt.metaitem.03:6019, Superdense Aluminium Plate
gregtech:gt.metaitem.03:6020, Superdense Raw Silicon Plate
gregtech:gt.metaitem.03:6025, Superdense Potassium Plate
gregtech:gt.metaitem.03:6027, Superdense Scandium Plate
gregtech:gt.metaitem.03:6028, Superdense Titanium Plate
gregtech:gt.metaitem.03:6029, Superdense Vanadium Plate
gregtech:gt.metaitem.03:6030, Superdense Chrome Plate
gregtech:gt.metaitem.03:6031, Superdense Manganese Plate
gregtech:gt.metaitem.03:6032, Superdense Iron Plate
gregtech:gt.metaitem.03:6033, Superdense Cobalt Plate
gregtech:gt.metaitem.03:6034, Superdense Nickel Plate
gregtech:gt.metaitem.03:6035, Superdense Copper Plate
gregtech:gt.metaitem.03:6036, Superdense Zinc Plate
gregtech:gt.metaitem.03:6037, Superdense Gallium Plate
gregtech:gt.metaitem.03:6039, Superdense Arsenic Plate
gregtech:gt.metaitem.03:6043, Superdense Rubidium Plate
gregtech:gt.metaitem.03:6044, Superdense Strontium Plate
gregtech:gt.metaitem.03:6045, Superdense Yttrium Plate
gregtech:gt.metaitem.03:6047, Superdense Niobium Plate
gregtech:gt.metaitem.03:6048, Superdense Molybdenum Plate
gregtech:gt.metaitem.03:6052, Superdense Palladium Plate
gregtech:gt.metaitem.03:6054, Superdense Silver Plate
gregtech:gt.metaitem.03:6056, Superdense Indium Plate
gregtech:gt.metaitem.03:6057, Superdense Tin Plate
gregtech:gt.metaitem.03:6058, Superdense Antimony Plate
gregtech:gt.metaitem.03:6059, Superdense Tellurium Plate
gregtech:gt.metaitem.03:6062, Superdense Caesium Plate
gregtech:gt.metaitem.03:6063, Superdense Barium Plate
gregtech:gt.metaitem.03:6064, Superdense Lanthanum Plate
gregtech:gt.metaitem.03:6065, Superdense Cerium Plate
gregtech:gt.metaitem.03:6066, Superdense Praseodymium Plate
gregtech:gt.metaitem.03:6067, Superdense Neodymium Plate
gregtech:gt.metaitem.03:6068, Superdense Promethium Plate
gregtech:gt.metaitem.03:6069, Superdense Samarium Plate
gregtech:gt.metaitem.03:6070, Superdense Europium Plate
gregtech:gt.metaitem.03:6071, Superdense Gadolinium Plate
gregtech:gt.metaitem.03:6072, Superdense Terbium Plate
gregtech:gt.metaitem.03:6073, Superdense Dysprosium Plate
gregtech:gt.metaitem.03:6074, Superdense Holmium Plate
gregtech:gt.metaitem.03:6075, Superdense Erbium Plate
gregtech:gt.metaitem.03:6076, Superdense Thulium Plate
gregtech:gt.metaitem.03:6077, Superdense Ytterbium Plate
gregtech:gt.metaitem.03:6078, Superdense Lutetium Plate
gregtech:gt.metaitem.03:6080, Superdense Tantalum Plate
gregtech:gt.metaitem.03:6081, Superdense Tungsten Plate
gregtech:gt.metaitem.03:6083, Superdense Osmium Plate
gregtech:gt.metaitem.03:6084, Superdense Iridium Plate
gregtech:gt.metaitem.03:6085, Superdense Platinum Plate
gregtech:gt.metaitem.03:6086, Superdense Gold Plate
gregtech:gt.metaitem.03:6089, Superdense Lead Plate
gregtech:gt.metaitem.03:6090, Superdense Bismuth Plate
gregtech:gt.metaitem.03:6096, Superdense Thorium Plate
gregtech:gt.metaitem.03:6097, Superdense Uranium 235 Plate
gregtech:gt.metaitem.03:6098, Superdense Uranium 238 Plate
gregtech:gt.metaitem.03:6100, Superdense Plutonium 239 Plate
gregtech:gt.metaitem.03:6101, Superdense Plutonium 241 Plate
gregtech:gt.metaitem.03:6103, Superdense Americium Plate
gregtech:gt.metaitem.03:6111, Superdense Purified Tengam Plate
gregtech:gt.metaitem.03:6112, Superdense Attuned Tengam Plate
gregtech:gt.metaitem.03:6129, Superdense Neutronium Plate
gregtech:gt.metaitem.03:6131, Superdense Superconductor Base UIV Plate
gregtech:gt.metaitem.03:6134, Superdense Superconductor Base UMV Plate
gregtech:gt.metaitem.03:6139, Superdense Universium Plate
gregtech:gt.metaitem.03:6141, Superdense Eternity Plate
gregtech:gt.metaitem.03:6143, Superdense Magmatter Plate
gregtech:gt.metaitem.03:6147, Superdense Six-Phased Copper Plate
gregtech:gt.metaitem.03:6148, Superdense Mellion Plate
gregtech:gt.metaitem.03:6149, Superdense Creon Plate
gregtech:gt.metaitem.03:6153, Superdense Hot Proto-Halkonite Steel Plate
gregtech:gt.metaitem.03:6154, Superdense Proto-Halkonite Steel Plate
gregtech:gt.metaitem.03:6201, Superdense Manasteel Plate
gregtech:gt.metaitem.03:6202, Superdense Terrasteel Plate
gregtech:gt.metaitem.03:6203, Superdense Elven Elementium Plate
gregtech:gt.metaitem.03:6205, Superdense Gaia Spirit Plate
gregtech:gt.metaitem.03:6300, Superdense Bronze Plate
gregtech:gt.metaitem.03:6301, Superdense Brass Plate
gregtech:gt.metaitem.03:6302, Superdense Invar Plate
gregtech:gt.metaitem.03:6303, Superdense Electrum Plate
gregtech:gt.metaitem.03:6304, Superdense Wrought Iron Plate
gregtech:gt.metaitem.03:6305, Superdense Steel Plate
gregtech:gt.metaitem.03:6306, Superdense Stainless Steel Plate
gregtech:gt.metaitem.03:6307, Superdense Pig Iron Plate
gregtech:gt.metaitem.03:6308, Superdense Red Alloy Plate
gregtech:gt.metaitem.03:6309, Superdense Blue Alloy Plate
gregtech:gt.metaitem.03:6310, Superdense Cupronickel Plate
gregtech:gt.metaitem.03:6311, Superdense Nichrome Plate
gregtech:gt.metaitem.03:6312, Superdense Kanthal Plate
gregtech:gt.metaitem.03:6313, Superdense Magnalium Plate
gregtech:gt.metaitem.03:6314, Superdense Soldering Alloy Plate
gregtech:gt.metaitem.03:6315, Superdense Battery Alloy Plate
gregtech:gt.metaitem.03:6316, Superdense Tungstensteel Plate
gregtech:gt.metaitem.03:6317, Superdense Osmiridium Plate
gregtech:gt.metaitem.03:6318, Superdense Sunnarium Plate
gregtech:gt.metaitem.03:6319, Superdense Adamantium Plate
gregtech:gt.metaitem.03:6320, Superdense Fluxed Electrum Plate
gregtech:gt.metaitem.03:6321, Superdense Enderium Plate
gregtech:gt.metaitem.03:6323, Superdense Infused Gold Plate
gregtech:gt.metaitem.03:6324, Superdense Naquadah Plate
gregtech:gt.metaitem.03:6325, Superdense Naquadah Alloy Plate
gregtech:gt.metaitem.03:6326, Superdense Enriched Naquadah Plate
gregtech:gt.metaitem.03:6327, Superdense Naquadria Plate
gregtech:gt.metaitem.03:6328, Superdense Duranium Plate
gregtech:gt.metaitem.03:6329, Superdense Tritanium Plate
gregtech:gt.metaitem.03:6330, Superdense Thaumium Plate
gregtech:gt.metaitem.03:6331, Superdense Mithril Plate
gregtech:gt.metaitem.03:6333, Superdense Astral Silver Plate
gregtech:gt.metaitem.03:6334, Superdense Black Steel Plate
gregtech:gt.metaitem.03:6335, Superdense Damascus Steel Plate
gregtech:gt.metaitem.03:6336, Superdense Shadow Iron Plate
gregtech:gt.metaitem.03:6337, Superdense Shadow Steel Plate
gregtech:gt.metaitem.03:6338, Superdense Ironwood Plate
gregtech:gt.metaitem.03:6339, Superdense Steeleaf Plate
gregtech:gt.metaitem.03:6340, Superdense Meteoric Iron Plate
gregtech:gt.metaitem.03:6341, Superdense Meteoric Steel Plate
gregtech:gt.metaitem.03:6342, Superdense Deep Dark Iron Plate
gregtech:gt.metaitem.03:6343, Superdense Cobalt Brass Plate
gregtech:gt.metaitem.03:6344, Superdense Ultimet Plate
gregtech:gt.metaitem.03:6345, Superdense Annealed Copper Plate
gregtech:gt.metaitem.03:6346, Superdense Fiery Steel Plate
gregtech:gt.metaitem.03:6348, Superdense Red Steel Plate
gregtech:gt.metaitem.03:6349, Superdense Blue Steel Plate
gregtech:gt.metaitem.03:6350, Superdense Sterling Silver Plate
gregtech:gt.metaitem.03:6351, Superdense Rose Gold Plate
gregtech:gt.metaitem.03:6352, Superdense Black Bronze Plate
gregtech:gt.metaitem.03:6353, Superdense Bismuth Bronze Plate
gregtech:gt.metaitem.03:6354, Superdense Magnetic Iron Plate
gregtech:gt.metaitem.03:6355, Superdense Magnetic Steel Plate
gregtech:gt.metaitem.03:6356, Superdense Magnetic Neodymium Plate
gregtech:gt.metaitem.03:6357, Superdense Vanadium-Gallium Plate
gregtech:gt.metaitem.03:6358, Superdense Yttrium Barium Cuprate Plate
